Temps (en s),Position (en mm),Force (en kN),Inclinaison (en °),Pressure (en bar),AIO1 (50mm) (en mm),AIO3 (Temp Ch) (en °C),AIO4 (100mm) (en mm),AIO5(50mm) (en mm),AIO6(100mm) (en mm),Angle (body) (en °),angle (riser) (en °),
110.1500,276.23,-17.27,-1.860,92.9,-0.95,62.6,-3.56,-5.24,-9.34,-0.441,-4.227,
110.1600,275.45,-17.24,-1.771,92.8,-2.31,61.8,-5.74,-5.80,-10.48,-0.481,-4.193,
110.1700,274.90,-17.30,-1.873,93.4,-0.96,61.9,-3.59,-5.25,-9.37,-0.440,-4.169,
110.1800,274.15,-17.43,-1.773,92.3,-2.30,61.5,-5.70,-5.79,-10.46,-0.480,-4.129,
110.1900,273.47,-17.06,-1.885,92.8,-0.96,61.9,-3.55,-5.24,-9.35,-0.440,-4.103,
110.2000,272.97,-16.97,-1.793,92.4,-2.31,61.5,-5.73,-5.80,-10.47,-0.481,-4.063,
110.2100,272.41,-16.63,-1.899,92.9,-0.96,61.9,-3.57,-5.24,-9.34,-0.440,-4.022,
110.2200,272.02,-16.33,-1.818,93.1,-2.30,61.5,-5.72,-5.80,-10.46,-0.481,-3.979,
110.2300,271.25,-16.24,-1.918,93.1,-0.96,61.9,-3.59,-5.24,-9.36,-0.440,-3.932,
110.2400,270.61,-16.08,-1.824,92.6,-2.30,61.5,-5.72,-5.80,-10.46,-0.482,-3.873,
110.2500,270.17,-15.84,-1.933,92.6,-0.96,62.1,-3.59,-5.25,-9.37,-0.442,-3.836,
110.2600,269.53,-15.17,-1.838,92.7,-2.30,61.8,-5.71,-5.79,-10.46,-0.481,-3.787,
110.2700,268.73,-14.92,-1.946,92.7,-0.96,62.2,-3.56,-5.24,-9.34,-0.441,-3.743,
110.2800,268.12,-14.43,-1.851,92.6,-2.28,61.8,-5.70,-5.78,-10.44,-0.480,-3.702,
110.2900,267.41,-14.19,-1.963,92.9,-0.97,62.2,-3.61,-5.25,-9.39,-0.441,-3.663,
110.3000,266.75,-13.95,-1.858,93.1,-2.30,61.7,-5.72,-5.79,-10.47,-0.480,-3.627,
110.3100,266.24,-13.73,-1.976,92.9,-0.96,62.2,-3.59,-5.24,-9.38,-0.441,-3.595,
110.3200,265.69,-13.34,-1.880,92.7,-2.29,61.8,-5.70,-5.78,-10.46,-0.481,-3.555,
110.3300,265.12,-12.88,-1.985,92.8,-0.96,62.3,-3.59,-5.24,-9.37,-0.442,-3.538,
110.3400,264.33,-12.51,-1.889,92.4,-2.30,62.0,-5.71,-5.78,-10.46,-0.480,-3.484,
110.3500,263.76,-12.39,-1.994,93.0,-0.96,62.5,-3.57,-5.24,-9.38,-0.441,-3.482,
110.3600,263.42,-12.12,-1.891,92.7,-2.29,62.0,-5.67,-5.77,-10.43,-0.480,-3.450,
110.3700,262.94,-11.69,-2.006,93.1,-0.99,62.5,-3.64,-5.26,-9.41,-0.442,-3.442,
110.3800,262.15,-11.20,-1.901,92.8,-2.27,61.8,-5.65,-5.76,-10.42,-0.480,-3.435,
110.3900,261.57,-10.83,-2.004,92.7,-0.98,62.1,-3.65,-5.26,-9.40,-0.442,-3.416,
110.4000,260.96,-10.74,-1.895,93.2,-2.27,61.7,-5.67,-5.76,-10.43,-0.480,-3.412,
110.4100,260.43,-10.53,-2.016,92.6,-0.97,62.1,-3.63,-5.25,-9.40,-0.442,-3.408,
110.4200,259.75,-10.13,-1.906,92.8,-2.29,61.6,-5.63,-5.77,-10.42,-0.481,-3.405,
110.4300,259.17,-10.10,-2.009,92.7,-0.98,62.1,-3.64,-5.26,-9.42,-0.443,-3.393,
110.4400,258.54,-9.98,-1.866,93.2,-2.29,61.6,-5.67,-5.77,-10.43,-0.482,-3.390,
110.4500,257.83,-9.64,-2.013,92.8,-0.96,62.0,-3.62,-5.25,-9.39,-0.442,-3.390,
110.4600,257.28,-9.77,-1.905,93.0,-2.27,61.7,-5.67,-5.76,-10.41,-0.481,-3.384,
110.4700,256.60,-9.64,-2.019,93.2,-0.98,62.2,-3.64,-5.25,-9.41,-0.443,-3.375,
110.4800,255.98,-9.70,-1.907,92.7,-2.26,61.8,-5.63,-5.75,-10.39,-0.480,-3.358,
110.4900,255.45,-9.58,-2.020,93.1,-0.99,62.1,-3.64,-5.26,-9.42,-0.443,-3.348,
110.5000,254.88,-9.61,-1.913,92.2,-2.28,61.8,-5.64,-5.75,-10.39,-0.481,-3.333,
110.5100,254.06,-9.34,-2.030,92.6,-0.97,62.5,-3.63,-5.25,-9.41,-0.442,-3.307,
110.5200,253.60,-9.46,-1.919,93.0,-2.27,62.1,-5.67,-5.75,-10.41,-0.481,-3.286,
110.5300,252.94,-9.37,-2.042,92.9,-0.99,62.5,-3.66,-5.26,-9.42,-0.443,-3.260,
110.5400,252.12,-9.55,-1.926,93.3,-2.27,62.0,-5.63,-5.75,-10.40,-0.481,-3.230,
110.5500,251.39,-9.43,-2.054,92.3,-0.99,62.5,-3.65,-5.26,-9.40,-0.442,-3.201,
110.5600,250.84,-9.40,-1.940,92.9,-2.28,62.0,-5.66,-5.76,-10.42,-0.480,-3.162,
110.5700,250.32,-9.19,-2.062,92.8,-1.00,62.5,-3.67,-5.26,-9.42,-0.443,-3.122,
110.5800,249.46,-9.12,-1.951,92.7,-2.26,62.0,-5.62,-5.74,-10.39,-0.479,-3.092,
110.5900,249.11,-9.06,-2.076,93.2,-0.99,62.3,-3.67,-5.26,-9.43,-0.444,-3.040,
110.6000,248.38,-8.85,-1.965,93.0,-2.26,61.8,-5.62,-5.74,-10.39,-0.482,-2.983,
110.6100,247.63,-8.58,-2.097,93.0,-0.99,62.2,-3.67,-5.26,-9.44,-0.444,-2.944,
110.6200,247.21,-8.39,-1.980,92.6,-2.27,61.7,-5.63,-5.75,-10.39,-0.482,-2.893,
110.6300,246.50,-8.00,-2.107,93.0,-0.99,62.2,-3.67,-5.26,-9.43,-0.444,-2.850,
110.6400,245.78,-7.66,-2.000,92.7,-2.27,61.6,-5.62,-5.74,-10.38,-0.482,-2.791,
110.6500,245.18,-7.39,-2.129,92.6,-0.99,62.1,-3.68,-5.27,-9.43,-0.444,-2.752,
110.6600,244.56,-7.14,-2.014,93.2,-2.24,61.7,-5.58,-5.73,-10.37,-0.482,-2.691,
110.6700,243.93,-6.71,-2.142,92.6,-1.01,62.0,-3.70,-5.27,-9.45,-0.444,-2.607,
110.6800,243.24,-6.26,-2.036,92.8,-2.26,61.7,-5.60,-5.74,-10.39,-0.482,-2.571,
110.6900,242.71,-5.92,-2.156,92.9,-1.00,62.1,-3.65,-5.27,-9.44,-0.444,-2.543,
110.7000,242.08,-5.77,-2.042,92.8,-2.26,61.6,-5.60,-5.74,-10.38,-0.483,-2.494,
110.7100,241.41,-5.92,-2.173,93.1,-1.01,62.1,-3.70,-5.27,-9.45,-0.445,-2.466,
110.7200,240.64,-5.92,-2.058,92.8,-2.25,61.8,-5.59,-5.74,-10.37,-0.481,-2.441,
110.7300,240.03,-5.37,-2.178,93.0,-1.00,62.5,-3.69,-5.27,-9.45,-0.444,-2.409,
110.7400,239.37,-5.00,-2.070,93.2,-2.26,62.0,-5.59,-5.74,-10.38,-0.480,-2.381,
110.7500,238.62,-5.00,-2.202,92.4,-1.01,62.5,-3.70,-5.28,-9.46,-0.444,-2.351,
110.7600,238.04,-5.10,-2.074,92.9,-2.25,61.8,-5.60,-5.73,-10.36,-0.480,-2.330,
110.7700,237.49,-4.79,-2.200,93.2,-1.02,62.2,-3.74,-5.29,-9.49,-0.444,-2.296,
110.7800,236.74,-4.09,-2.081,93.2,-2.24,61.7,-5.58,-5.73,-10.37,-0.480,-2.274,
110.7900,235.99,-3.30,-2.217,93.3,-1.01,62.3,-3.73,-5.28,-9.48,-0.445,-2.247,
110.8000,235.36,-2.81,-2.084,93.0,-2.25,61.7,-5.58,-5.73,-10.36,-0.480,-2.215,
110.8100,235.35,-2.35,-2.217,92.6,-1.02,62.2,-3.72,-5.28,-9.48,-0.445,-2.215,
110.8200,234.52,-1.92,-2.101,92.6,-2.24,61.7,-5.53,-5.71,-10.35,-0.481,-2.202,
110.8300,233.84,-1.43,-2.214,92.9,-1.02,62.2,-3.74,-5.29,-9.49,-0.443,-2.204,
110.8400,233.24,-0.73,-2.104,93.4,-2.24,61.7,-5.57,-5.72,-10.35,-0.480,-2.213,
110.8500,232.56,-0.24,-2.219,92.7,-1.01,62.0,-3.73,-5.28,-9.48,-0.445,-2.223,
110.8600,231.88,0.24,-2.091,92.7,-2.23,61.5,-5.55,-5.72,-10.34,-0.481,-2.232,
110.8700,231.28,0.43,-2.215,93.1,-1.03,61.9,-3.75,-5.29,-9.51,-0.445,-2.249,
110.8800,230.62,0.49,-2.087,92.8,-2.23,61.5,-5.53,-5.70,-10.32,-0.481,-2.251,
110.8900,230.00,0.58,-2.214,92.9,-1.03,62.1,-3.74,-5.29,-9.50,-0.446,-2.266,
110.9000,229.25,0.67,-2.086,92.8,-2.22,62.0,-5.54,-5.71,-10.34,-0.480,-2.259,
110.9100,228.53,0.73,-2.215,92.8,-1.02,62.5,-3.75,-5.29,-9.50,-0.446,-2.251,
110.9200,227.86,0.61,-2.089,92.7,-2.23,62.0,-5.54,-5.71,-10.33,-0.480,-2.251,
110.9300,227.20,0.37,-2.223,93.2,-1.03,62.6,-3.77,-5.30,-9.53,-0.445,-2.217,
110.9400,226.57,0.00,-2.097,92.9,-2.22,62.1,-5.51,-5.70,-10.32,-0.479,-2.191,
110.9500,226.01,-0.15,-2.227,92.8,-1.04,62.4,-3.78,-5.30,-9.51,-0.445,-2.168,
110.9600,225.27,-0.61,-2.108,92.8,-2.22,62.0,-5.48,-5.70,-10.31,-0.480,-2.144,
110.9700,224.78,-0.73,-2.235,93.2,-1.04,62.5,-3.79,-5.29,-9.52,-0.445,-2.117,
110.9800,224.10,-0.89,-2.118,93.5,-2.22,62.0,-5.53,-5.70,-10.33,-0.481,-2.087,
110.9900,223.44,-0.98,-2.242,92.7,-1.04,62.5,-3.78,-5.29,-9.53,-0.446,-2.059,
111.0000,222.60,-1.19,-2.126,92.9,-2.21,62.1,-5.50,-5.69,-10.31,-0.480,-2.021,
111.0100,221.94,-1.37,-2.260,92.9,-1.04,62.5,-3.80,-5.30,-9.52,-0.444,-1.946,
111.0200,221.41,-1.25,-2.140,92.0,-2.21,61.6,-5.51,-5.69,-10.31,-0.479,-1.893,
111.0300,220.68,-1.13,-2.276,93.1,-1.04,62.0,-3.79,-5.29,-9.52,-0.445,-1.837,
111.0400,220.04,-0.73,-2.158,93.0,-2.21,61.4,-5.50,-5.69,-10.29,-0.480,-1.764,
111.0500,219.51,-0.27,-2.292,93.0,-1.05,61.9,-3.81,-5.30,-9.54,-0.445,-1.698,
111.0600,218.74,0.03,-2.178,93.2,-2.19,61.5,-5.49,-5.69,-10.28,-0.481,-1.626,
111.0700,218.24,0.49,-2.320,92.8,-1.05,61.9,-3.82,-5.31,-9.55,-0.446,-1.566,
111.0800,217.57,1.25,-2.201,93.4,-2.21,61.4,-5.49,-5.69,-10.31,-0.481,-1.491,
111.0900,216.87,1.83,-2.346,93.3,-1.05,61.9,-3.78,-5.31,-9.55,-0.446,-1.438,
111.1000,216.08,2.72,-2.227,93.1,-2.20,61.5,-5.47,-5.68,-10.29,-0.480,-1.382,
111.1100,215.50,3.45,-2.368,92.7,-1.06,62.2,-3.83,-5.31,-9.56,-0.446,-1.327,
111.1200,214.69,3.97,-2.245,93.1,-2.20,61.8,-5.46,-5.67,-10.29,-0.479,-1.280,
111.1300,214.31,4.91,-2.384,92.6,-1.06,62.2,-3.83,-5.31,-9.55,-0.445,-1.229,
111.1400,213.54,5.49,-2.264,93.2,-2.20,61.7,-5.47,-5.67,-10.28,-0.479,-1.184,
111.1500,212.86,6.29,-2.395,92.6,-1.06,62.2,-3.82,-5.31,-9.56,-0.445,-1.148,
111.1600,212.11,6.62,-2.269,93.0,-2.19,61.8,-5.45,-5.67,-10.27,-0.480,-1.118,
111.1700,211.58,7.35,-2.411,93.1,-1.07,62.2,-3.86,-5.32,-9.58,-0.446,-1.101,
111.1800,210.77,7.75,-2.274,93.0,-2.19,61.7,-5.46,-5.67,-10.28,-0.480,-1.103,
111.1900,210.08,8.09,-2.413,93.2,-1.05,62.5,-3.84,-5.32,-9.57,-0.446,-1.095,
111.2000,209.44,8.06,-2.283,93.0,-2.18,62.1,-5.45,-5.67,-10.27,-0.479,-1.105,
111.2100,209.00,8.09,-2.408,92.5,-1.08,62.5,-3.88,-5.33,-9.59,-0.446,-1.131,
111.2200,208.06,8.15,-2.260,93.2,-2.18,62.0,-5.45,-5.66,-10.26,-0.479,-1.152,
111.2300,207.44,8.03,-2.398,93.0,-1.08,62.5,-3.87,-5.32,-9.59,-0.447,-1.173,
111.2400,206.89,7.63,-2.271,92.8,-2.19,61.6,-5.44,-5.66,-10.26,-0.479,-1.203,
111.2500,205.96,7.45,-2.396,92.8,-1.07,62.1,-3.88,-5.33,-9.59,-0.446,-1.207,
111.2600,205.37,7.14,-2.263,93.4,-2.18,61.6,-5.43,-5.66,-10.24,-0.480,-1.231,
111.2700,205.06,6.90,-2.401,92.7,-1.08,62.0,-3.88,-5.33,-9.59,-0.447,-1.220,
111.2800,204.31,6.44,-2.258,93.1,-2.18,61.6,-5.42,-5.65,-10.24,-0.479,-1.220,
111.2900,203.78,6.26,-2.401,93.8,-1.08,62.1,-3.89,-5.33,-9.61,-0.447,-1.212,
111.3000,203.01,6.10,-2.246,93.0,-2.18,61.5,-5.42,-5.66,-10.25,-0.479,-1.201,
111.3100,202.22,6.16,-2.400,93.1,-1.07,62.2,-3.88,-5.33,-9.60,-0.446,-1.182,
111.3200,201.60,6.13,-2.262,93.2,-2.17,61.7,-5.42,-5.65,-10.24,-0.480,-1.154,
111.3300,201.18,6.32,-2.412,92.4,-1.08,62.2,-3.87,-5.33,-9.59,-0.447,-1.126,
111.3400,200.21,6.41,-2.280,92.5,-2.17,61.7,-5.40,-5.65,-10.25,-0.479,-1.033,
111.3500,199.66,6.50,-2.427,92.5,-1.09,62.2,-3.89,-5.33,-9.61,-0.446,-0.979,
111.3600,198.96,6.62,-2.295,92.8,-2.17,61.9,-5.41,-5.65,-10.25,-0.479,-0.919,
111.3700,198.25,6.99,-2.444,92.9,-1.08,62.6,-3.88,-5.34,-9.61,-0.446,-0.855,
111.3800,197.64,7.48,-2.313,93.0,-2.16,62.1,-5.38,-5.64,-10.23,-0.479,-0.774,
111.3900,197.04,8.21,-2.471,92.9,-1.10,62.5,-3.92,-5.35,-9.63,-0.447,-0.704,
111.4000,196.18,8.88,-2.338,92.7,-2.17,62.1,-5.36,-5.65,-10.25,-0.478,-0.631,
111.4100,195.70,9.55,-2.491,92.8,-1.09,62.5,-3.90,-5.34,-9.62,-0.447,-0.563,
111.4200,195.06,10.13,-2.364,92.7,-2.17,62.1,-5.39,-5.65,-10.23,-0.479,-0.508,
111.4300,194.35,10.74,-2.529,93.4,-1.09,62.6,-3.92,-5.34,-9.62,-0.447,-0.435,
111.4400,193.85,11.41,-2.383,93.1,-2.16,62.1,-5.38,-5.64,-10.22,-0.480,-0.375,
111.4500,193.05,12.12,-2.541,92.7,-1.10,62.2,-3.92,-5.35,-9.63,-0.448,-0.331,
111.4600,192.19,12.73,-2.393,92.9,-2.15,61.8,-5.33,-5.64,-10.22,-0.479,-0.294,
111.4700,191.77,13.15,-2.546,93.1,-1.08,62.2,-3.91,-5.34,-9.63,-0.447,-0.256,
111.4800,191.03,13.82,-2.415,93.1,-2.14,61.7,-5.36,-5.64,-10.20,-0.479,-0.247,
111.4900,190.39,13.98,-2.571,93.1,-1.10,62.3,-3.95,-5.36,-9.64,-0.447,-0.215,
111.5000,189.81,14.43,-2.412,93.4,-2.15,61.6,-5.37,-5.64,-10.22,-0.480,-0.222,
111.5100,188.98,14.71,-2.563,92.8,-1.11,62.0,-3.93,-5.35,-9.62,-0.448,-0.218,
111.5200,188.43,14.74,-2.413,92.6,-2.15,61.6,-5.35,-5.63,-10.20,-0.479,-0.222,
111.5300,187.76,14.59,-2.562,92.7,-1.11,62.0,-3.94,-5.35,-9.63,-0.449,-0.234,
111.5400,187.04,14.59,-2.406,92.7,-2.15,61.6,-5.37,-5.63,-10.22,-0.478,-0.239,
111.5500,186.25,14.43,-2.559,92.5,-1.12,62.1,-3.95,-5.35,-9.65,-0.448,-0.252,
111.5600,185.87,14.25,-2.411,92.8,-2.14,61.6,-5.35,-5.63,-10.19,-0.478,-0.254,
111.5700,184.84,14.13,-2.554,92.5,-1.13,62.1,-3.95,-5.37,-9.66,-0.449,-0.262,
111.5800,184.31,14.04,-2.423,93.2,-2.14,61.9,-5.33,-5.63,-10.19,-0.478,-0.264,
111.5900,183.54,13.85,-2.556,92.9,-1.12,62.5,-3.95,-5.35,-9.65,-0.450,-0.267,
111.6000,182.78,13.76,-2.406,93.5,-2.12,62.2,-5.33,-5.63,-10.19,-0.479,-0.250,
111.6100,182.21,13.61,-2.563,93.2,-1.12,62.5,-3.99,-5.37,-9.68,-0.450,-0.239,
111.6200,181.55,13.89,-2.411,92.3,-2.14,61.8,-5.33,-5.63,-10.19,-0.478,-0.217,
111.6300,180.74,13.64,-2.567,93.3,-1.12,62.2,-3.98,-5.36,-9.66,-0.447,-0.194,
111.6400,180.07,13.89,-2.419,93.3,-2.14,61.8,-5.33,-5.63,-10.19,-0.478,-0.160,
111.6500,179.30,14.22,-2.581,92.9,-1.12,62.2,-3.97,-5.36,-9.66,-0.448,-0.126,
111.6600,178.45,14.34,-2.431,92.9,-2.12,61.9,-5.33,-5.63,-10.19,-0.478,-0.068,
111.6700,177.89,14.89,-2.596,93.2,-1.13,62.2,-3.98,-5.37,-9.67,-0.447,0.026,
111.6800,177.21,15.20,-2.453,92.7,-2.12,61.8,-5.29,-5.62,-10.17,-0.478,0.090,
111.6900,176.50,15.87,-2.612,93.1,-1.14,62.2,-3.99,-5.38,-9.70,-0.448,0.147,
111.7000,175.84,16.02,-2.472,92.9,-2.12,61.7,-5.28,-5.62,-10.17,-0.479,0.214,
111.7100,175.14,16.45,-2.640,93.0,-1.14,61.9,-4.01,-5.38,-9.69,-0.448,0.263,
111.7200,174.61,17.06,-2.496,93.1,-2.12,61.5,-5.31,-5.62,-10.17,-0.477,0.329,
111.7300,173.91,17.49,-2.660,92.8,-1.14,61.9,-4.01,-5.38,-9.70,-0.448,0.380,
111.7400,173.31,17.97,-2.512,92.8,-2.11,61.4,-5.27,-5.61,-10.16,-0.477,0.440,
111.7500,172.61,18.40,-2.681,93.1,-1.14,61.9,-3.98,-5.38,-9.70,-0.447,0.482,
111.7600,172.03,18.52,-2.528,93.1,-2.12,61.4,-5.29,-5.62,-10.16,-0.478,0.531,
111.7700,171.51,18.80,-2.691,93.1,-1.14,62.0,-4.01,-5.38,-9.69,-0.448,0.566,
111.7800,170.78,19.47,-2.549,93.5,-2.10,61.5,-5.26,-5.60,-10.13,-0.478,0.606,
111.7900,169.90,19.87,-2.698,92.5,-1.16,62.3,-4.05,-5.40,-9.72,-0.449,0.630,
111.8000,169.35,20.14,-2.556,93.2,-2.11,62.0,-5.27,-5.61,-10.14,-0.478,0.644,
111.8100,168.64,20.26,-2.717,92.6,-1.16,62.5,-4.03,-5.39,-9.71,-0.447,0.666,
111.8200,167.85,20.29,-2.557,92.5,-2.11,62.0,-5.27,-5.61,-10.13,-0.478,0.668,
111.8300,167.23,20.26,-2.714,92.7,-1.14,62.5,-4.02,-5.39,-9.70,-0.447,0.683,
111.8400,166.52,20.36,-2.559,92.3,-2.10,61.8,-5.27,-5.60,-10.14,-0.477,0.681,
111.8500,166.13,20.29,-2.719,93.1,-1.16,62.4,-4.05,-5.39,-9.72,-0.448,0.692,
111.8600,165.40,20.57,-2.563,92.9,-2.10,61.8,-5.25,-5.60,-10.12,-0.478,0.706,
111.8700,164.85,20.54,-2.723,93.0,-1.17,62.3,-4.06,-5.40,-9.73,-0.449,0.700,
111.8800,164.12,20.51,-2.564,92.9,-2.09,61.9,-5.20,-5.60,-10.11,-0.477,0.715,
111.8900,163.42,20.66,-2.726,92.5,-1.17,62.3,-4.08,-5.41,-9.74,-0.449,0.728,
111.9000,162.49,20.78,-2.571,93.5,-2.08,61.9,-5.22,-5.59,-10.10,-0.476,0.743,
111.9100,161.88,21.03,-2.737,92.8,-1.16,62.4,-4.09,-5.41,-9.76,-0.448,0.764,
111.9200,161.15,21.36,-2.574,93.1,-2.08,61.7,-5.21,-5.59,-10.10,-0.477,0.798,
111.9300,160.51,21.39,-2.740,93.1,-1.17,61.9,-4.07,-5.41,-9.75,-0.449,0.813,
111.9400,159.85,21.51,-2.585,92.7,-2.09,61.4,-5.22,-5.59,-10.10,-0.477,0.843,
111.9500,159.30,21.64,-2.750,93.4,-1.17,61.9,-4.09,-5.41,-9.75,-0.449,0.873,
111.9600,158.62,22.09,-2.587,93.1,-2.08,61.7,-5.19,-5.58,-10.08,-0.477,0.909,
111.9700,158.02,22.64,-2.761,92.8,-1.18,62.3,-4.10,-5.42,-9.77,-0.450,0.945,
111.9800,157.10,23.19,-2.607,93.4,-2.06,62.0,-5.19,-5.59,-10.10,-0.476,0.988,
111.9900,156.32,23.86,-2.780,93.2,-1.18,62.4,-4.10,-5.42,-9.76,-0.449,1.020,
112.0000,155.80,24.17,-2.617,92.7,-2.08,61.9,-5.20,-5.59,-10.09,-0.477,1.061,
112.0100,155.09,24.63,-2.787,93.3,-1.17,62.4,-4.09,-5.42,-9.77,-0.449,1.131,
112.0200,154.34,24.87,-2.630,92.5,-2.07,61.8,-5.19,-5.58,-10.07,-0.476,1.167,
112.0300,153.61,25.33,-2.801,93.0,-1.18,62.4,-4.12,-5.42,-9.78,-0.449,1.195,
112.0400,152.98,25.57,-2.644,93.5,-2.07,61.9,-5.18,-5.57,-10.07,-0.477,1.225,
112.0500,152.18,25.79,-2.813,93.2,-1.19,62.5,-4.11,-5.42,-9.77,-0.449,1.265,
112.0600,151.68,25.88,-2.648,92.9,-2.07,62.0,-5.17,-5.57,-10.07,-0.476,1.295,
112.0700,150.97,26.06,-2.827,92.9,-1.20,62.5,-4.11,-5.43,-9.78,-0.450,1.308,
112.0800,150.20,26.28,-2.659,92.8,-2.06,62.0,-5.15,-5.57,-10.06,-0.476,1.330,
112.0900,149.54,26.46,-2.825,93.1,-1.20,62.4,-4.14,-5.43,-9.79,-0.450,1.346,
112.1000,148.79,26.18,-2.668,93.2,-2.05,61.6,-5.16,-5.57,-10.07,-0.477,1.368,
112.1100,147.99,26.03,-2.835,92.8,-1.20,62.0,-4.13,-5.43,-9.79,-0.449,1.383,
112.1200,147.44,25.70,-2.676,93.3,-2.06,61.6,-5.15,-5.57,-10.05,-0.476,1.398,
112.1300,146.63,25.79,-2.853,92.7,-1.20,62.0,-4.15,-5.44,-9.80,-0.450,1.413,
112.1400,145.90,25.36,-2.677,92.8,-2.05,61.6,-5.14,-5.56,-10.04,-0.476,1.445,
112.1500,145.04,25.30,-2.857,93.3,-1.21,62.1,-4.17,-5.44,-9.81,-0.450,1.466,
112.1600,144.32,25.09,-2.686,92.9,-2.04,61.5,-5.14,-5.56,-10.03,-0.476,1.500,
112.1700,143.72,24.99,-2.868,93.1,-1.21,62.2,-4.17,-5.45,-9.82,-0.449,1.541,
112.1800,143.23,24.99,-2.703,92.7,-2.04,61.7,-5.13,-5.56,-10.04,-0.476,1.579,
112.1900,142.66,25.36,-2.887,92.5,-1.22,62.2,-4.19,-5.45,-9.83,-0.449,1.620,
112.2000,141.89,25.94,-2.718,93.1,-2.03,61.7,-5.08,-5.55,-10.04,-0.476,1.675,
112.2100,141.12,26.15,-2.889,93.1,-1.23,62.2,-4.19,-5.45,-9.83,-0.450,1.720,
112.2200,140.68,26.43,-2.733,93.0,-2.04,62.0,-5.11,-5.55,-10.03,-0.476,1.767,
112.2300,140.04,27.07,-2.915,93.2,-1.22,62.6,-4.19,-5.45,-9.84,-0.450,1.825,
112.2400,139.49,27.92,-2.750,92.6,-2.04,62.0,-5.10,-5.55,-10.01,-0.476,1.886,
112.2500,138.65,28.93,-2.931,93.1,-1.22,62.5,-4.19,-5.46,-9.83,-0.450,1.925,
112.2600,137.84,29.72,-2.769,92.9,-2.03,62.0,-5.06,-5.54,-9.99,-0.475,1.974,
112.2700,137.37,30.18,-2.947,92.8,-1.23,62.5,-4.21,-5.46,-9.85,-0.451,2.017,
112.2800,136.58,30.73,-2.773,93.1,-2.02,62.0,-5.08,-5.55,-10.01,-0.476,2.046,
112.2900,135.85,31.25,-2.952,92.8,-1.23,62.6,-4.21,-5.45,-9.85,-0.450,2.078,
112.3000,135.26,31.89,-2.793,92.8,-2.03,61.9,-5.08,-5.55,-10.00,-0.476,2.115,
112.3100,134.51,32.47,-2.958,93.2,-1.24,62.2,-4.23,-5.47,-9.85,-0.450,2.117,
112.3200,134.03,32.53,-2.790,92.8,-2.02,61.7,-5.02,-5.54,-9.99,-0.475,2.132,
112.3300,133.34,32.68,-2.970,92.7,-1.25,62.2,-4.24,-5.47,-9.87,-0.452,2.143,
112.3400,132.42,32.62,-2.792,93.1,-2.01,61.7,-5.06,-5.54,-10.00,-0.475,2.153,
112.3500,131.74,32.56,-2.972,93.3,-1.24,62.1,-4.25,-5.47,-9.88,-0.450,2.157,
112.3600,131.03,32.53,-2.792,92.5,-2.01,61.6,-5.03,-5.53,-9.97,-0.475,2.166,
112.3700,130.39,32.59,-2.964,93.5,-1.26,62.0,-4.28,-5.48,-9.88,-0.451,2.151,
112.3800,129.66,32.38,-2.797,93.2,-2.00,61.6,-5.01,-5.53,-9.96,-0.475,2.157,
112.3900,129.03,31.83,-2.971,93.2,-1.26,62.0,-4.27,-5.48,-9.89,-0.451,2.153,
112.4000,128.16,31.43,-2.794,92.7,-2.00,61.6,-5.04,-5.53,-9.97,-0.475,2.151,
112.4100,127.70,31.25,-2.966,92.5,-1.25,62.1,-4.27,-5.48,-9.89,-0.451,2.155,
112.4200,126.93,31.16,-2.792,92.7,-2.00,61.6,-5.03,-5.52,-9.96,-0.475,2.172,
112.4300,126.18,31.34,-2.964,92.7,-1.26,62.0,-4.28,-5.48,-9.90,-0.450,2.179,
112.4400,125.46,31.07,-2.800,92.7,-1.99,62.0,-4.98,-5.52,-9.95,-0.476,2.200,
112.4500,124.71,31.28,-2.979,92.8,-1.27,62.5,-4.29,-5.49,-9.90,-0.451,2.226,
112.4600,123.89,31.28,-2.813,93.2,-1.99,62.0,-5.00,-5.51,-9.96,-0.476,2.260,
112.4700,123.32,31.46,-2.992,93.2,-1.28,62.6,-4.31,-5.49,-9.92,-0.451,2.303,
112.4800,122.79,31.77,-2.829,92.6,-1.99,61.8,-4.99,-5.51,-9.95,-0.477,2.371,
112.4900,122.02,32.20,-3.012,92.9,-1.28,62.2,-4.32,-5.50,-9.92,-0.452,2.409,
112.5000,121.29,32.87,-2.845,93.3,-1.98,61.7,-4.95,-5.51,-9.95,-0.476,2.473,
112.5100,120.61,32.96,-3.035,93.2,-1.28,62.2,-4.30,-5.49,-9.92,-0.451,2.526,
112.5200,119.82,33.36,-2.867,92.5,-1.98,61.7,-4.98,-5.51,-9.94,-0.476,2.574,
112.5300,119.11,33.91,-3.049,92.9,-1.28,62.3,-4.33,-5.51,-9.93,-0.451,2.652,
112.5400,118.40,34.58,-2.886,93.3,-1.97,61.8,-4.95,-5.50,-9.92,-0.476,2.702,
112.5500,117.70,35.06,-3.072,92.4,-1.30,62.2,-4.35,-5.51,-9.94,-0.451,2.763,
112.5600,117.21,35.43,-2.898,92.7,-1.96,61.6,-4.95,-5.51,-9.91,-0.476,2.821,
112.5700,116.38,35.68,-3.091,93.0,-1.29,61.9,-4.33,-5.50,-9.93,-0.451,2.866,
